1281,000AAAA,2843,10.114.4.0,255.255.252.0
1,000NSA,2933,10.24.192.0,255.255.240.0
2,000NSD,3455,10.102.48.0,255.255.240.0
3,000NSE,5334,10.102.208.0,255.255.240.0
4,00B000,2843,10.99.144.0,255.255.240.0
5,00B000A,2843,10.115.248.0,255.255.252.0
1256,00B000C,2843,10.112.228.0,255.255.252.0
6,00B001,2843,10.98.128.0,255.255.240.0
1432,00B002,2843,10.94.32.0,255.255.240.0
1433,00B004,2843,10.202.32.0,255.255.240.0
7,00B123,2843,10.157.96.0,255.255.240.0
1305,00B427BB,0,10.114.108.0,255.255.252.0
9,00BATM,2843,10.42.144.0,255.255.240.0
10,00BSHA,2835,10.107.112.0,255.255.240.0
12,00BSNA,2843,10.99.192.0,255.255.240.0
1257,00BSNAC,2843,10.112.244.0,255.255.252.0
13,00BSNB,2843,10.33.80.0,255.255.240.0
1377,00L001,3399,10.191.112.0,255.255.240.0
14,00M001,3631,10.41.16.0,255.255.240.0
15,00MSHA,125,10.107.96.0,255.255.240.0
16,00Q0VB,4433,10.223.0.0,255.255.240.0
17,00QCCA,4573,10.107.32.0,255.255.240.0
18,00XSHA,5219,10.107.128.0,255.255.240.0
19,01M015,3414,10.201.16.0,255.255.240.0
20,01M019,3416,10.201.32.0,255.255.240.0
21,01M020,3417,10.201.48.0,255.255.240.0
22,01M034,3424,10.201.96.0,255.255.240.0
23,01M056,3439,10.201.112.0,255.255.240.0
957,01M061,3444,10.102.32.0,255.255.240.0
24,01M063,3445,10.201.160.0,255.255.240.0
25,01M064,3446,10.201.176.0,255.255.240.0
26,01M110,3473,10.201.208.0,255.255.240.0
27,01M134,3492,10.201.224.0,255.255.240.0
28,01M137,3494,10.201.0.0,255.255.240.0
29,01M140,3495,10.202.0.0,255.255.240.0
30,01M142,3496,10.202.16.0,255.255.240.0
31,02M001,3402,10.202.96.0,255.255.240.0
32,02M002,3403,10.202.112.0,255.255.240.0
33,02M003,3404,10.202.128.0,255.255.240.0
34,02M006,3407,10.202.144.0,255.255.240.0
35,02M011,3412,10.202.160.0,255.255.240.0
36,02M033,3423,10.202.192.0,255.255.240.0
37,02M040,3426,10.202.208.0,255.255.240.0
38,02M041,3427,10.202.224.0,255.255.240.0
39,02M042,3428,10.203.0.0,255.255.240.0
40,02M051,3436,10.203.16.0,255.255.240.0
41,02M089,3460,10.100.48.0,255.255.240.0
42,02M104,3469,10.203.64.0,255.255.240.0
43,02M111,3474,10.203.80.0,255.255.240.0
44,02M114,1632,10.62.64.0,255.255.240.0
45,02M116,3478,10.203.96.0,255.255.240.0
46,02M124,3483,10.203.112.0,255.255.240.0
47,02M126,3485,10.203.128.0,255.255.240.0
48,02M130,3488,10.203.144.0,255.255.240.0
49,02M131,3489,10.203.160.0,255.255.240.0
50,02M150,3617,10.203.176.0,255.255.240.0
51,02M158,3507,10.203.192.0,255.255.240.0
52,02M167,3513,10.203.208.0,255.255.240.0
53,02M183,3524,10.203.224.0,255.255.240.0
54,02M198,3535,10.204.0.0,255.255.240.0
55,02M217,3551,10.204.16.0,255.255.240.0
56,02M234,3550,10.204.32.0,255.255.240.0
1386,02M260,5530,10.61.96.0,255.255.240.0
57,02M267,1358,10.63.160.0,255.255.240.0
58,02M276,1361,10.62.192.0,255.255.240.0
1415,02M281,1372,10.154.64.0,255.255.240.0
59,02M282,1363,10.63.0.0,255.255.240.0
60,02M290,3529,10.204.48.0,255.255.240.0
1420,02M338,607,10.155.192.0,255.255.240.0
62,02M413,3590,10.204.96.0,255.255.240.0
63,02M414,3450,10.203.48.0,255.255.240.0
1402,02M488,5917,10.153.128.0,255.255.240.0
64,02M843,124,10.63.32.0,255.255.240.0
1388,02M971,5740,10.61.64.0,255.255.240.0
65,02MAFL,1630,10.62.96.0,255.255.240.0
66,03M009,3410,10.204.144.0,255.255.240.0
67,03M044,3430,10.204.160.0,255.255.240.0
68,03M054,3438,10.204.176.0,255.255.240.0
69,03M075,3452,10.204.192.0,255.255.240.0
70,03M076,3453,10.204.208.0,255.255.240.0
71,03M084,3457,10.204.224.0,255.255.240.0
72,03M087,3458,10.5.0.0,255.255.240.0
73,03M088,3459,10.5.16.0,255.255.240.0
74,03M144,3498,10.5.64.0,255.255.240.0
75,03M145,3499,10.5.80.0,255.255.240.0
76,03M163,3509,10.5.112.0,255.255.240.0
77,03M165,3511,10.5.128.0,255.255.240.0
78,03M166,3512,10.5.144.0,255.255.240.0
79,03M180,3523,10.5.160.0,255.255.240.0
80,03M185,3525,10.5.176.0,255.255.240.0
81,03M191,3530,10.5.192.0,255.255.240.0
82,03M199,3536,10.5.208.0,255.255.240.0
83,03M207,3542,10.5.224.0,255.255.240.0
84,03M208,3543,10.5.240.0,255.255.240.0
85,03M241,3476,10.5.32.0,255.255.240.0
86,03M256,3480,10.5.48.0,255.255.240.0
87,04M007,3408,10.6.16.0,255.255.240.0
88,04M038,3481,10.6.48.0,255.255.240.0
89,04M050,3435,10.6.224.0,255.255.240.0
90,04M057,3440,10.6.96.0,255.255.240.0
91,04M072,3451,10.6.112.0,255.255.240.0
92,04M083,3456,10.6.128.0,255.255.240.0
93,04M096,3463,10.6.144.0,255.255.240.0
94,04M101,3467,10.6.176.0,255.255.240.0
95,04M102,3468,10.6.192.0,255.255.240.0
96,04M108,3471,10.6.208.0,255.255.240.0
97,04M117,3479,10.7.16.0,255.255.240.0
98,04M146,3500,10.7.32.0,255.255.240.0
99,04M155,3506,10.7.48.0,255.255.240.0
100,04M171,3516,10.7.64.0,255.255.240.0
101,04M206,3541,10.7.80.0,255.255.240.0
102,05M030,3422,10.9.0.0,255.255.240.0
103,05M036,3425,10.9.16.0,255.255.240.0
104,05M043,3429,10.9.32.0,255.255.240.0
105,05M046,3432,10.9.48.0,255.255.240.0
106,05M092,3462,10.9.64.0,255.255.240.0
107,05M123,3482,10.9.80.0,255.255.240.0
108,05M125,3484,10.9.96.0,255.255.240.0
109,05M129,3487,10.9.112.0,255.255.240.0
110,05M133,3491,10.9.128.0,255.255.240.0
111,05M161,3508,10.9.144.0,255.255.240.0
112,05M175,3519,10.9.160.0,255.255.240.0
113,05M194,3532,10.9.176.0,255.255.240.0
114,05M195,3533,10.9.192.0,255.255.240.0
115,05M197,3534,10.9.208.0,255.255.240.0
116,05M200,3411,10.9.224.0,255.255.240.0
1406,05M916,5950,10.153.32.0,255.255.240.0
117,06M004,3405,10.210.16.0,255.255.240.0
118,06M005,3406,10.210.32.0,255.255.240.0
119,06M008,3409,10.210.48.0,255.255.240.0
120,06M018,3655,10.210.64.0,255.255.240.0
121,06M028,3421,10.210.80.0,255.255.240.0
122,06M048,3434,10.210.96.0,255.255.240.0
123,06M052,3437,10.210.112.0,255.255.240.0
124,06M090,3461,10.210.128.0,255.255.240.0
125,06M098,3465,10.210.144.0,255.255.240.0
126,06M115,3477,10.210.160.0,255.255.240.0
127,06M128,3486,10.210.176.0,255.255.240.0
128,06M132,3490,10.210.192.0,255.255.240.0
129,06M143,3497,10.210.208.0,255.255.240.0
1366,06M143A,3630,10.114.56.0,255.255.252.0
130,06M152,3503,10.210.224.0,255.255.240.0
131,06M153,3504,10.11.0.0,255.255.240.0
132,06M164,3510,10.11.16.0,255.255.240.0
133,06M173,3517,10.11.32.0,255.255.240.0
134,06M176,3520,10.11.48.0,255.255.240.0
135,06M178,3522,10.101.224.0,255.255.240.0
136,06M187,3526,10.11.64.0,255.255.240.0
137,06M189,3528,10.11.80.0,255.255.240.0
138,06M192,3531,10.11.96.0,255.255.240.0
139,06M210,1255,10.63.96.0,255.255.240.0
140,06M218,3547,10.11.128.0,255.255.240.0
141,06M223,3548,10.11.144.0,255.255.240.0
1380,06M233,3549,10.62.128.0,255.255.240.0
142,06M263,1044,10.62.224.0,255.255.240.0
143,06M380,1106,10.63.64.0,255.255.240.0
144,06M528,3578,10.11.192.0,255.255.240.0
1401,06M814,1364,10.153.0.0,255.255.240.0
1356,06M828A,3607,10.113.248.0,255.255.252.0
146,06M876,3635,10.63.192.0,255.255.240.0
147,06M877,1069,10.62.32.0,255.255.240.0
148,07X001,4986,10.11.224.0,255.255.240.0
149,07X005,4990,10.11.240.0,255.255.240.0
150,07X018,5001,10.12.0.0,255.255.240.0
151,07X025,5008,10.12.16.0,255.255.240.0
152,07X029,5012,10.12.48.0,255.255.240.0
153,07X030,5013,10.12.64.0,255.255.240.0
1263,07X030A,5258,10.115.112.0,255.255.252.0
154,07X043,5025,10.12.112.0,255.255.240.0
155,07X049,5031,10.12.128.0,255.255.240.0
156,07X149,5126,10.12.160.0,255.255.240.0
157,07X151,5128,10.12.176.0,255.255.240.0
158,07X154,5131,10.12.192.0,255.255.240.0
159,07X156,5133,10.12.208.0,255.255.240.0
160,07X161,5138,10.12.224.0,255.255.240.0
161,07X162,5139,10.13.0.0,255.255.240.0
162,07X183,5153,10.13.16.0,255.255.240.0
163,07X184,5154,10.13.32.0,255.255.240.0
164,07X220,5022,10.12.96.0,255.255.240.0
165,07X222,5116,10.12.144.0,255.255.240.0
166,07X277,5010,10.12.32.0,255.255.240.0
167,07X790,1620,10.198.160.0,255.255.240.0
168,07X963,2452,10.198.32.0,255.255.240.0
169,08X014,4998,10.13.64.0,255.255.240.0
170,08X036,5019,10.13.80.0,255.255.240.0
171,08X048,5030,10.13.96.0,255.255.240.0
1264,08X048A,5252,10.115.232.0,255.255.252.0
172,08X060,5041,10.13.128.0,255.255.240.0
173,08X062,5043,10.13.144.0,255.255.240.0
174,08X069,5050,10.13.160.0,255.255.240.0
175,08X071,5052,10.13.176.0,255.255.240.0
176,08X072,5053,10.13.192.0,255.255.240.0
177,08X075,5056,10.13.208.0,255.255.240.0
178,08X093,5074,10.13.224.0,255.255.240.0
179,08X100,5080,10.13.240.0,255.255.240.0
180,08X107,5087,10.14.0.0,255.255.240.0
181,08X119,5099,10.14.16.0,255.255.240.0
182,08X123,5103,10.14.48.0,255.255.240.0
183,08X125,5104,10.14.64.0,255.255.240.0
184,08X130,5108,10.14.80.0,255.255.240.0
185,08X131,5109,10.14.96.0,255.255.240.0
186,08X138,5115,10.14.112.0,255.255.240.0
187,08X140,5117,10.14.128.0,255.255.240.0
188,08X146,5123,10.14.144.0,255.255.240.0
189,08X152,5129,10.14.160.0,255.255.240.0
190,08X174,5147,10.14.192.0,255.255.240.0
191,08X182,5152,10.14.208.0,255.255.240.0
192,08X192,5155,10.14.224.0,255.255.240.0
193,08X301,5100,10.14.32.0,255.255.240.0
194,08X302,5033,10.13.112.0,255.255.240.0
195,08X392,1064,10.199.128.0,255.255.240.0
196,08X69A,1359,10.199.224.0,255.255.240.0
1404,08X988,1388,10.153.192.0,255.255.240.0
197,09X002,4987,10.15.16.0,255.255.240.0
198,09X004,4989,10.15.32.0,255.255.240.0
199,09X011,4996,10.15.48.0,255.255.240.0
200,09X022,5005,10.15.64.0,255.255.240.0
201,09X028,5011,10.15.80.0,255.255.240.0
202,09X035,5018,10.15.96.0,255.255.240.0
203,09X042,5024,10.15.112.0,255.255.240.0
204,09X053,5034,10.17.0.0,255.255.240.0
205,09X055,5036,10.17.16.0,255.255.240.0
206,09X058,5039,10.17.32.0,255.255.240.0
207,09X064,5045,10.17.48.0,255.255.240.0
208,09X070,5051,10.17.64.0,255.255.240.0
209,09X073,5054,10.17.80.0,255.255.240.0
210,09X088,5069,10.17.112.0,255.255.240.0
211,09X090,5071,10.17.128.0,255.255.240.0
212,09X109,5089,10.17.160.0,255.255.240.0
213,09X110,5090,10.17.176.0,255.255.240.0
214,09X117,5097,10.17.192.0,255.255.240.0
215,09X126,5105,10.17.208.0,255.255.240.0
216,09X132,5110,10.17.224.0,255.255.240.0
217,09X145,5122,10.17.240.0,255.255.240.0
218,09X147,5124,10.18.0.0,255.255.240.0
219,09X148,5125,10.18.16.0,255.255.240.0
220,09X163,5140,10.18.32.0,255.255.240.0
221,09X166,5141,10.18.48.0,255.255.240.0
222,09X170,5143,10.18.64.0,255.255.240.0
1370,09X172A,5145,10.114.112.0,255.255.252.0
223,09X199,5084,10.17.144.0,255.255.240.0
224,09X204,5231,10.18.80.0,255.255.240.0
1266,09X204A,5338,10.112.196.0,255.255.252.0
225,09X218,5167,10.77.240.0,255.255.240.0
226,09X229,5165,10.18.96.0,255.255.240.0
227,09X232,5063,10.17.96.0,255.255.240.0
228,09X236,5168,10.18.144.0,255.255.240.0
1267,09X236A,5146,10.112.240.0,255.255.252.0
1395,09X240,5925,10.152.160.0,255.255.240.0
1412,09X285,1605,10.154.192.0,255.255.240.0
229,09X338,658,10.198.224.0,255.255.240.0
230,09X465,981,10.199.0.0,255.255.240.0
232,10X003,4988,10.18.176.0,255.255.240.0
233,10X007,4992,10.18.192.0,255.255.240.0
234,10X008,4993,10.18.208.0,255.255.240.0
235,10X009,4994,10.18.224.0,255.255.240.0
236,10X020,5003,10.19.16.0,255.255.240.0
237,10X023,5006,10.19.32.0,255.255.240.0
238,10X024,5007,10.19.48.0,255.255.240.0
239,10X026,5009,10.19.64.0,255.255.240.0
240,10X032,5015,10.19.80.0,255.255.240.0
241,10X033,5016,10.19.96.0,255.255.240.0
242,10X037,5020,10.19.112.0,255.255.240.0
243,10X045,5027,10.19.128.0,255.255.240.0
244,10X046,5028,10.19.144.0,255.255.240.0
245,10X051,5886,10.19.160.0,255.255.240.0
246,10X054,5035,10.83.240.0,255.255.240.0
247,10X056,5037,10.19.176.0,255.255.240.0
248,10X059,5040,10.19.192.0,255.255.240.0
1270,10X059A,5257,10.114.200.0,255.255.252.0
249,10X079,5060,10.19.208.0,255.255.240.0
250,10X081,5062,10.19.240.0,255.255.240.0
251,10X085,5066,10.20.0.0,255.255.240.0
252,10X086,5067,10.20.16.0,255.255.240.0
253,10X091,5072,10.20.32.0,255.255.240.0
254,10X094,5075,10.20.48.0,255.255.240.0
255,10X095,5076,10.20.64.0,255.255.240.0
256,10X115,5095,10.20.80.0,255.255.240.0
257,10X118,5098,10.20.96.0,255.255.240.0
258,10X137,5114,10.20.112.0,255.255.240.0
259,10X141,5118,10.20.128.0,255.255.240.0
260,10X143,5120,10.20.144.0,255.255.240.0
261,10X159,5136,10.20.160.0,255.255.240.0
262,10X205,5159,10.20.176.0,255.255.240.0
1255,10X205A,5265,10.114.204.0,255.255.252.0
263,10X206,5160,10.20.192.0,255.255.240.0
264,10X207,5227,10.20.208.0,255.255.240.0
265,10X209,5161,10.20.224.0,255.255.240.0
266,10X226,5233,10.21.0.0,255.255.240.0
268,10X246,5248,10.21.16.0,255.255.240.0
269,10X254,5169,10.100.16.0,255.255.240.0
270,10X257,5162,10.21.32.0,255.255.240.0
271,10X279,5176,10.21.48.0,255.255.240.0
1271,10X279A,5289,10.112.148.0,255.255.252.0
272,10X280,5061,10.21.64.0,255.255.240.0
273,10X283,1585,10.15.160.0,255.255.240.0
274,10X291,4999,10.21.80.0,255.255.240.0
275,10X306,5177,10.21.96.0,255.255.240.0
276,10X307,5280,10.95.240.0,255.255.240.0
277,10X308,5256,10.67.240.0,255.255.240.0
278,10X310,5102,10.21.112.0,255.255.240.0
279,10X315,5262,10.21.128.0,255.255.240.0
280,10X340,5178,10.100.176.0,255.255.240.0
1365,10X344A,5247,10.114.52.0,255.255.252.0
282,10X360,5179,10.100.192.0,255.255.240.0
283,10X361,1091,10.198.192.0,255.255.240.0
284,11X016,5000,10.21.208.0,255.255.240.0
285,11X019,5002,10.21.224.0,255.255.240.0
286,11X021,5004,10.21.240.0,255.255.240.0
287,11X041,5023,10.22.0.0,255.255.240.0
288,11X068,5049,10.22.16.0,255.255.240.0
289,11X076,5057,10.22.32.0,255.255.240.0
290,11X078,5059,10.22.48.0,255.255.240.0
291,11X083,5064,10.22.64.0,255.255.240.0
292,11X087,5068,10.22.80.0,255.255.240.0
293,11X089,5070,10.22.96.0,255.255.240.0
294,11X096,5077,10.22.112.0,255.255.240.0
295,11X097,5078,10.22.128.0,255.255.240.0
296,11X103,5083,10.22.144.0,255.255.240.0
297,11X105,5085,10.22.160.0,255.255.240.0
298,11X106,5086,10.22.176.0,255.255.240.0
299,11X108,5088,10.22.192.0,255.255.240.0
300,11X111,5091,10.22.208.0,255.255.240.0
301,11X112,5092,10.22.224.0,255.255.240.0
302,11X113,5093,10.23.0.0,255.255.240.0
303,11X121,5101,10.23.16.0,255.255.240.0
304,11X127,5106,10.23.32.0,255.255.240.0
305,11X135,5112,10.23.48.0,255.255.240.0
306,11X142,5119,10.23.64.0,255.255.240.0
307,11X144,5121,10.23.80.0,255.255.240.0
308,11X153,5130,10.23.96.0,255.255.240.0
309,11X160,5137,10.23.112.0,255.255.240.0
310,11X169,1031,10.198.64.0,255.255.240.0
311,11X175,5148,10.25.0.0,255.255.240.0
312,11X178,5149,10.25.16.0,255.255.240.0
313,11X180,5150,10.25.32.0,255.255.240.0
314,11X181,5151,10.25.48.0,255.255.240.0
315,11X189,1108,10.44.96.0,255.255.240.0
316,11X194,5157,10.41.144.0,255.255.240.0
1413,11X292,1623,10.154.224.0,255.255.240.0
317,11X362,1356,10.199.32.0,255.255.240.0
318,11X498,989,10.198.128.0,255.255.240.0
319,12X006,4991,10.25.80.0,255.255.240.0
320,12X044,5026,10.25.96.0,255.255.240.0
321,12X047,5029,10.25.112.0,255.255.240.0
322,12X050,5032,10.25.128.0,255.255.240.0
323,12X057,5038,10.25.144.0,255.255.240.0
324,12X061,5042,10.25.160.0,255.255.240.0
325,12X066,5047,10.25.176.0,255.255.240.0
326,12X067,5048,10.25.192.0,255.255.240.0
327,12X077,5058,10.25.208.0,255.255.240.0
328,12X092,5073,10.25.224.0,255.255.240.0
329,12X099,618,10.199.96.0,255.255.240.0
330,12X102,5082,10.26.0.0,255.255.240.0
331,12X129,5107,10.26.32.0,255.255.240.0
332,12X134,5111,10.26.48.0,255.255.240.0
333,12X150,5127,10.26.64.0,255.255.240.0
334,12X158,5135,10.26.80.0,255.255.240.0
335,12X198,5158,10.26.96.0,255.255.240.0
336,12X214,5142,10.26.160.0,255.255.240.0
337,12X216,5096,10.26.16.0,255.255.240.0
338,12X423,1586,10.199.160.0,255.255.240.0
339,13B000,2832,10.26.192.0,255.255.240.0
340,13B003,2462,10.26.208.0,255.255.240.0
341,13B008,2466,10.26.224.0,255.255.240.0
342,13B009,2467,10.27.0.0,255.255.240.0
343,13B011,2469,10.27.16.0,255.255.240.0
344,13B020,2478,10.27.32.0,255.255.240.0
345,13B044,2498,10.27.48.0,255.255.240.0
346,13B046,2500,10.27.64.0,255.255.240.0
347,13B054,2506,10.27.80.0,255.255.240.0
348,13B056,2508,10.27.96.0,255.255.240.0
349,13B067,2516,10.27.112.0,255.255.240.0
350,13B093,2532,10.27.128.0,255.255.240.0
351,13B113,2549,10.27.144.0,255.255.240.0
352,13B117,2553,10.27.160.0,255.255.240.0
353,13B133,2288,10.27.176.0,255.255.240.0
354,13B256,2675,10.27.192.0,255.255.240.0
355,13B258,2677,10.27.208.0,255.255.240.0
356,13B265,2683,10.27.224.0,255.255.240.0
357,13B270,2686,10.27.240.0,255.255.240.0
358,13B282,2697,10.28.0.0,255.255.240.0
359,13B287,2701,10.28.16.0,255.255.240.0
360,13B305,2715,10.28.32.0,255.255.240.0
361,13B307,2717,10.28.48.0,255.255.240.0
1405,13B317,1580,10.153.224.0,255.255.240.0
362,13B527,142,10.158.128.0,255.255.240.0
1364,13B527A,2876,10.114.48.0,255.255.252.0
363,13B670,2919,10.28.64.0,255.255.240.0
1287,13B743A,2818,10.115.92.0,255.255.252.0
364,14B016,2474,10.28.96.0,255.255.240.0
365,14B017,2475,10.28.112.0,255.255.240.0
366,14B018,2476,10.28.128.0,255.255.240.0
367,14B019,2477,10.28.144.0,255.255.240.0
368,14B023,2481,10.28.160.0,255.255.240.0
369,14B031,2488,10.28.176.0,255.255.240.0
370,14B033,2490,10.28.192.0,255.255.240.0
371,14B034,2491,10.28.208.0,255.255.240.0
372,14B049,2502,10.28.224.0,255.255.240.0
373,14B050,2503,10.29.0.0,255.255.240.0
374,14B059,2511,10.29.16.0,255.255.240.0
375,14B071,2519,10.29.32.0,255.255.240.0
376,14B084,2525,10.29.48.0,255.255.240.0
377,14B110,2546,10.29.64.0,255.255.240.0
378,14B120,2555,10.29.80.0,255.255.240.0
379,14B126,2559,10.29.96.0,255.255.240.0
380,14B132,2564,10.29.112.0,255.255.240.0
381,14B147,2573,10.29.128.0,255.255.240.0
382,14B157,2583,10.29.144.0,255.255.240.0
383,14B196,2618,10.29.160.0,255.255.240.0
384,14B250,2669,10.29.176.0,255.255.240.0
385,14B257,2676,10.29.192.0,255.255.240.0
386,14B297,2709,10.29.208.0,255.255.240.0
387,14B318,2723,10.29.224.0,255.255.240.0
388,14B319,2724,10.29.240.0,255.255.240.0
389,14B380,2742,10.30.0.0,255.255.240.0
390,14B478,1357,10.159.64.0,255.255.240.0
391,15B001,2460,10.30.32.0,255.255.240.0
1273,15B001A,2831,10.112.68.0,255.255.252.0
392,15B010,2468,10.30.48.0,255.255.240.0
393,15B015,2473,10.30.64.0,255.255.240.0
394,15B024,2482,10.30.80.0,255.255.240.0
395,15B027,2485,10.30.96.0,255.255.240.0
396,15B029,2487,10.30.112.0,255.255.240.0
397,15B032,2489,10.30.128.0,255.255.240.0
398,15B038,2493,10.30.144.0,255.255.240.0
399,15B039,2494,10.30.160.0,255.255.240.0
400,15B051,2504,10.30.176.0,255.255.240.0
401,15B058,2510,10.30.192.0,255.255.240.0
402,15B088,2528,10.30.208.0,255.255.240.0
403,15B094,2533,10.30.224.0,255.255.240.0
404,15B107,2544,10.31.0.0,255.255.240.0
405,15B124,2558,10.31.16.0,255.255.240.0
406,15B130,2562,10.31.32.0,255.255.240.0
407,15B131,2563,10.31.48.0,255.255.240.0
